Id,Identifier,Brand,Name,Model,Alias,Announced,Year,Body type,Resolution,Max resolution,Other resolutions,Image ratio (w:h),Effective pixels (MP),Mp Total,Crop Factor,Pixel Pitch,Sensor name,Sensor size (mm),Sensor photo detectors (MP),Sensor Height,Sensor Width,Sensor type,Processor,ISO,Boosted ISO (min),Boosted ISO (max),Custom white balance,White balance presets,Custom white balance slots,Image stabilization,Uncompressed format,JPEG quality levels,Autofocus,Digital zoom,Manual focus,Number of focus points,Lens mount,Focal length multiplier,Articulated LCD,Screen size (Zoll),Screen Resolution,Touch screen,Screen type,Live view,Viewfinder type,Viewfinder coverage,Viewfinder magnification,Minimum shutter speed (sec),Maximum shutter speed (sec),Aperture priority,Shutter priority,Min Shutter Speed,Max Shutter Speed,Manual exposure mode,Subject / scene modes,Built-in flash,External flash,Flash modes,Continuous drive (fps),Self-timer,Metering modes,Exposure compensation,AE Bracketing,WB Bracketing,Microphone,Storage types,Storage included,USB,HDMI,Video,Max Video Resolution,Wireless,Remote control,Environmentally sealed,Battery,Battery description,Battery Life (CIPA),Weight in gram (inc. batteries),Dimensions,Orientation sensor,Timelapse recording,GPS,Wikipedia Link,ImageUrl
Q17280707,nikon_d810a,Nikon,Nikon D810,D810A,,2015-02-10T00:00:00Z,2015,Mid-size SLR,,7360 x 4912,"FX: 5520 x 3680, 3680 x 2456; 1.2: 6144 x 4080, 4608 x 3056, 3072 x 2040; 5:4: 6144 x 4912, 4608 x 3680, 3072 x 2456; DX: 4800 x 3200, 3600 x 2400,  2400 x 1600","0,211149306",36,,,,Full frame ,35.9 x 24,37,,,CMOS,EXPEED 4,"Auto, 200-12800 (expandable to 100-51200)",100,51200,Yes ,12,6,No,RAW + TIFF,"Fine, normal, basic",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousFace DetectionLive View,,Yes,51,Nikon F,1,Fixed,42769,1229000,No,TFT-LCD (RGBW),Yes,Optical (tunnel),1,0.7,30,2227981,Yes,Yes,,,Yes,No,Yes,"Yes (via hot shoe, flash sync terminal, wireless)","Front-curtain sync, slow sync, rear-curtain sync, redeye reduction, redeye reduction w/slow sync, slow rear-curtain sync",5,"Yes (2, 5, 10, 20 secs for up to 9 shots)","Multi, Center-weighted, Highlight-weighted, Spot","±5 (at 1/3 EV, 1/2 EV, 1 EV steps)","±5 (2, 3, 5, 7 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes (2-9 exposures in 1-3 increments),Stereo,"SD/SDHC/SDXC, CompactFlash (UDMA compliant)",,USB 3.0,Yes,,,,Yes,Yes,Battery Pack,EN-EL15 lithium-ion battery & charger,1200,880,146 x 123 x 82,,Yes,Optional,https://en.wikipedia.org/wiki/Nikon_D810,https://upload.wikimedia.org/wikipedia/commons/a/a0/Nikon_D810_-_Crop_-_White_background.jpg
Q17297662,oly_em10,Olympus,Olympus OM-D E-M10,OM-D E-M10,,2014-01-29T00:00:00Z,2014,SLR-style mirrorless,,4608 x 3456,"3200 x 2400, 1280 x 960","1:1, 4:3, 3:2, 16:9",16,,,,Four Thirds ,17.3 x 13,17,,,CMOS,TruePic VII,"Auto, 200 - 25600",100,0,Yes ,7,4,Sensor-shift,RAW,"Super fine, fine, normal, basic",Contrast Detect (sensor)Multi-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,Yes,81,Micro Four Thirds,2,Tilting,3,1037000,Yes,TFT LCD,Yes,Electronic,1,42005,60,767011,Yes,Yes,,,Yes,Yes,Yes,"Yes (FL-50R, FL-36R, FL-20, FL-14, FL-300R, FL-600R)","Flash Auto, Redeye, Fill-in, Flash Off, Red-eye Slow sync.(1st curtain), Slow sync.(1st curtain), Slow sync.(2nd curtain), Manual???¬??1/1???¬??FULL???¬ƒ?ø???«�?1/64???¬ƒ?ø",8,"Yes (12 sec., 2 sec.,custom (Waiting time 1-30sec.,Shooting interval 0.5/1/2/3sec.,Number of shots 1-10))",,"±5 (at 1/3 EV, 1/2 EV, 1 EV steps)","±5 (2, 3, 5, 7 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes,Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,Yes (Optional Remote cable RM-UC1),No,Battery Pack,BLS-5 Li-ion battery and charger,320,396,119 x 82 x 46,Yes,"Yes (Interval Time 1 sec. - 24 Hours,  Max 999 frames. Available on making Time-lapse movie automatically)",Optional,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M10,https://upload.wikimedia.org/wikipedia/commons/c/c6/Olympus_OM-D_E-M10_2014_CP%2B.jpg
oly_em10ii,oly_em10ii,Olympus,Olympus OM-D E-M10 II,OM-D E-M10 II,,2015-08-25T00:00:00Z,2015,SLR-style mirrorless,,4608 x 3456,,"1:1, 4:3, 3:2, 16:9",16,,,,Four Thirds ,17.3 x 13,17,,,CMOS,TruePic VII,"Auto, 200 - 25600, expands to 100-25600",100,0,Yes ,7,4,Sensor-shift,RAW,"Super fine, fine, normal, basic",Contrast Detect (sensor)Multi-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,Yes,81,Micro Four Thirds,2,Tilting,3,1040000,Yes,TFT LCD,Yes,Electronic,1,44927,60,767011,Yes,Yes,,,Yes,Yes,Yes,Yes (via hot shoe or wirelessly),"Auto, redeye reduction, fill flash, flash off, 1st-curtain slow sync w/redeye, 1st-curtain slow sync, 2nd-curtain slow sync, manual",8,"Yes (12 sec., 2 sec, custom)",,"±5 (at 1/3 EV, 1/2 EV, 1 EV steps)","±5 (2, 3, 5, 7 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes,Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,Yes (Optional Remote cable RM-UC1),No,Battery Pack,BLS-50 lithium-ion battery & charger,320,390,120 x 83 x 47,Yes,Yes (Up to 999 shots. Can create 4K / 5 fps video),No,,
Q17297662,olympus_om-de-m10,Olympus,Olympus OM-D E-M10,OM-D E-M10,,,2014,,4608 x 3456,,,,43024,17.2,2,27089,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 200 - 25600",,,,7,,,,,,,Yes,,,,,3,"1,037,000",,,,Electronic,,,,,Yes,Yes,60,767011,,,Yes,Yes,,,,,"5 EV (in 1/3 EV, 1/2 EV, 1 EV steps)",,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,1920x1080 (30p),Yes,,,BLS-5 Li-ion battery,,,396,119.1 x 82.3 x 45.9,,,No,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M10,https://upload.wikimedia.org/wikipedia/commons/c/c6/Olympus_OM-D_E-M10_2014_CP%2B.jpg
olympus_om-de-m10ii,olympus_om-de-m10ii,Olympus,Olympus OM-D E-M10 II,OM-D E-M10 II,,,2015,,4608 x 3456,,,,43024,17.2,2,27089,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 200 - 25600 (expands to 100-25600)",,,,7,,,,,,,Yes,,,,,3,"1,040,000",,,,Electronic,,,,,Yes,Yes,60,1/16000,,,Yes,Yes,,,,,"5 EV (in 1/3 EV, 1/2 EV, 1 EV steps)",,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,1920x1080 (60p/30p/24p),Yes,,,BLS-50 Li-ion battery,,,390,119.5 x 83.1 x 46.7,,,No,,
olympus_om-de-m1markii,olympus_om-de-m1markii,Olympus,Olympus OM-D E-M1 Mark II,OM-D E-M1 Mark II,,,2016,,5184 x 3888,,,,20.4,21.8,2,11749,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 200-25600 (extends down to 64)",,,,7,,,,,,,Yes,,,,,3,"1,037,000",,,,Electronic,,,,,Yes,Yes,60,1/32000,,,No,Yes,,,,,"5 EV (in 1/3 EV, 1/2 EV, 1 EV steps)",,,,Dual SD/SDHC/SDXC,,USB 3.0 ,Yes,Yes,4096x2160 (24p),Yes,,,BLH-1 lithium-ion battery,,,574,134.1 x 90.9 x 68.9,,,No,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M5_Mark_II,
Q1757075,leica_digilux3,Leica,Leica Digilux 3,Digilux 3,,2006-09-14T00:00:00Z,2006,Mid-size SLR,,3136 x 2352,"2560 x 1920, 1600 x 1200, 1280 x 960, 1024 x 768, 640 x 480","4:3, 3:2, 16:9",7,,,,Four Thirds ,17.3 x 13,8,,,CMOS,,Unknown,,0,,0,0,No,RAW,"Standard, High, Super High",Phase DetectMulti-areaSelective single-pointSingleContinuous,Yes,Yes (lens focus by wire),3,Four Thirds,2,No,42857,207000,No,,Yes,Optical (pentamirror),"0,95",0.93,0,,Yes,Yes,,,,,Yes ),Yes (hot-shoe),"Auto, Red-Eye Auto, On, Red-Eye On, Red-Eye Slow Sync, Off, Slow Sync (1&2)",3,Yes (2 or 10 sec),,±2 (at 1/3 EV steps),,,None,SD/MMC card,None,USB 2.0,No,,,,,No,Battery Pack,Lithium-Ion rechargeable,0,606,146 x 87 x 77,Yes,No,No,https://en.wikipedia.org/wiki/Leica_Digilux_3,https://upload.wikimedia.org/wikipedia/commons/c/c6/Leica-IMG_0094.JPG
leica_m_edition_60,leica_m_edition_60,Leica,Leica M Edition 60,M Edition 60,,2014-09-16T00:00:00Z,2014,Rangefinder-style mirrorless,,5952 x 3976,"4256 x 2832, 2976 x 1984, 1600 x 1080","0,126388889",24,,,,Full frame ,36 x 24,0,,,CMOS,,"Auto, Pull 100, 200-6400",100,0,Yes,6,0,No,RAW,"Fine, Standard",,No,Yes,0,Leica M,1,Fixed,3,920000,No,TFT color LCD,Yes,Optical (rangefinder),,0.68,60,767011,Yes,No,,,Yes,No,No,Yes (Hot-shoe),"Front Curtain, Rear Curtain, Slow sync",3,Yes (2 or 12 sec),Center-weighted,±3 (at 1/3 EV steps),,No,Stereo,SD/SDHC/SDXC,None,USB 2.0,No,,,,No,Yes,Battery Pack,Lithium-Ion rechargeable battery & charger,0,680,139 x 80 x 42,Yes,No,Optional,,
Q17592280,sigma_sd1m,Sigma,Sigma SD1 Merrill,SD1 Merrill,,2012-02-08T00:00:00Z,2012,Mid-size SLR,,4800 x 3200,,,15,,,,APS-C ,24 x 16,46,,,CMOS (Foveon X3),Dual True II,,,0,,0,0,No,RAW,,Phase DetectMulti-areaSingleContinuous,,Yes,0,Sigma SA Bayonet,42856,Fixed,3,460000,No,,,Optical (pentaprism),"0,96",0.95,0,,Yes,Yes,,,Yes,No,,Yes (Hot-shoe),,0,Yes,,,,,None,"Compact Flash (Type I, UDMA compatible)",None,USB 2.0,No,,,,,Yes (Weatherproof body),Battery Pack,Lithium-Ion rechargeable battery & charger,0,0,146 x 113 x 80,,,No,https://en.wikipedia.org/wiki/Sigma_SD1_Merrill,https://upload.wikimedia.org/wikipedia/commons/6/60/CP%2B_2012_SIGMA_SD1_Merrill.jpg
Q17592280,sigma_sd1merrill,Sigma,Sigma SD1 Merrill,SD1 Merrill,,,2012,,4800 x 3200,,,,15.4,15.4,42856,36251,,24 x 16 mm,,16.00,24.00,Foveon,,,,,,0,,,,,,,Yes,,,,,3,460,,,,Optical (pentaprism),,,,,Yes,Yes,,,,,,Yes,,,,,,,,,"Compact Flash (Type I, UDMA compatible)",,USB 2.0 ,,,,,,,Lithium-Ion rechargeable battery,,,330,146 x 113 x 80,,,,https://en.wikipedia.org/wiki/Sigma_SD1_Merrill,https://upload.wikimedia.org/wikipedia/commons/6/60/CP%2B_2012_SIGMA_SD1_Merrill.jpg
Q17634279,pentax_ks1,Pentax,Pentax K-S1,K-S1,,2014-08-27T00:00:00Z,2014,Mid-size SLR,,5472 x 3648,"4224 x 2816, 3456 x 2304, 3072 x 2448, 1920 x 1080","0,126388889",20,,,,APS-C ,23.5 x 15.6,20,,,CMOS,Prime MII,"Auto, 100 - 51200",,0,Yes,9,0,Sensor-shift,RAW,"Good, Better, Best",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousFace DetectionLive View,No,Yes,11,Pentax KAF2,42856,Fixed,3,921000,No,TFT-LCD,Yes,Optical (pentaprism),1,0.95,30,1497496,Yes,Yes,,,Yes,Yes,Yes,Yes (via hot shoe),"Auto, auto + redeye, on, on + redeye reduction, slow sync, trailing curtain sync, manual",42830,Yes ( 2 or 12 seconds),,"±5 (at 1/3 EV, 1/2 EV steps)","±3 (3 frames at 1/3 EV, 1/2 EV steps)",No,Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,Yes (via optional wireless remote),No,Battery Pack,D-LI109 lithium-ion battery and charger,410,558,121 x 93 x 70,Yes,,Optional,https://en.wikipedia.org/wiki/Pentax_K-S1,https://upload.wikimedia.org/wikipedia/commons/5/56/K-S1_-1.jpg
Q17634279,pentax_k-s1,Pentax,Pentax K-S1,K-S1,,,2014,,5472 x 3648,,,,43089,20.42,19360,46113,,23.5 x 15.6 mm,,15.60,23.50,CMOS,,"Auto, 100 - 51200",,,,9,,,,,,,Yes,,,,,3,921,,,,Optical (pentaprism),,,,,Yes,Yes,30,1497496,,,Yes,Yes,,,,,"5 EV (in 1/3 EV, 1/2 EV steps)",,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,1920x1080 (30p/25p/24p),No,,,Rechargeable Lithium-ion Battery D-LI109,,,558,120 x 92.5 x 69.5,,,No,https://en.wikipedia.org/wiki/Pentax_K-S1,https://upload.wikimedia.org/wikipedia/commons/5/56/K-S1_-1.jpg
Q17636519,pentax_645z,Pentax,Pentax 645Z,645Z,,2014-04-15T00:00:00Z,2014,Large SLR,8256 x 6192,8256 x 6192,"6912 x 5184, 5376 x4032, 1920 x 1080","0,16875",51,52.99,0.79,11810,Medium format ,44 x 33,53,33.00,44.00,CMOS,PRIME III,"AUto, ISO 100-204800",,0,Yes ,10,3,No,RAW + TIFF,"Superfine, fine, normal",Contrast Detect (sensor)Phase DetectMulti-areaSelective single-pointTrackingSingleContinuousFace DetectionLive View,,Yes,27,Pentax 645AF2,0.8,Tilting,42769,1037000,No,TFT LCD,Yes,Optical (pentaprism),"0,98",0.62,30,767011,Yes,Yes,30,767011,Yes,No,No,Yes,"Flash On, Flash On+Red-eye Reduction, Slow-speed Sync, Slow-speed Sync+Red-eye, P-TTL, Trailing Curtain Sync, contrast-control-sync, high-speed sync, wireless sync",3,Yes (2 or 10 secs),,"±5 (at 1/3 EV, 1/2 EV steps)","±5 (2, 3, 5 frames at 1/3 EV, 1/2 EV, 1 EV, 2 EV steps)",,Mono,Dual SD/SDHC/SDXC slots,,USB 3.0,Yes,Yes,1920x1080 (60i/50i/30p/25p/24p),No,Yes,"Yes (Weather and dust sealed, freezeproof to -010C/+14F)",Battery Pack,D-LI90 lithium-ion battery and charger,650,1550,156 x 117 x 123,Yes,Yes,Optional,https://en.wikipedia.org/wiki/Pentax_645Z,
Q17747227,nikon_1j4,Nikon,Nikon 1 J4,1 J4,,,2014,,5232 x 3488,,,,18.4,0,26696,18660,,13.2 x 8.8 mm,,29434,13.20,CMOS,,"Auto, 160-12800",,,,7,,,,,,,Yes,,,,,3,"1,037,000",,,,None,,,,,Yes,Yes,30,1/16000,,,Yes,No,,,,,3 EV (in 1/3 EV steps),,,,microSD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,1920x1080 (60p/30p),Yes,,,Lithium-Ion EN-EL22 rechargeable battery,,,232,99.5 x 60.0 x 28.5,,,No,https://en.wikipedia.org/wiki/Nikon_1_J4,
Q17747227,nikon_j4,Nikon,Nikon 1 J4,1 J4,,2014-04-10T00:00:00Z,2014,Rangefinder-style mirrorless,,5232 x 3488,"3920 x 2616, 2608 x 1744","0,126388889",18,,,,1 zoll ,13.2 x 8.8,0,,,CMOS,Expeed 4,"Auto, ISO 160-12800",,0,Yes,7,0,No,RAW,"Fine, normal",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,,171,Nikon 1,42918,Fixed,3,1037000,Yes,TFT-LCD,Yes,None,,0,30,,Yes,Yes,,,Yes,Yes,Yes,No,"Auto, auto + red-eye reduction, fill-flash, fill-flash w/slow sync, rear curtain sync, rear curtain w/slow sync, redeye reduction, redeye reduction w/slow sync, off",60,Yes (2 or 10 secs),,±3 (at 1/3 EV steps),,,Stereo,microSD/SDHC/SDXC,,USB 2.0,Yes,,,,No,No,Battery Pack,EN-EL22 lithium-ion battery and charger,0,232,100 x 60 x 29,Yes,No,No,https://en.wikipedia.org/wiki/Nikon_1_J4,
Q1796874,fuji_ispro,Fujifilm,Fujifilm FinePix IS Pro,FinePix IS Pro,,2007-07-13T00:00:00Z,2007,Large SLR,,4256 x 2848,"3024 x 2016, 2304 x 1536","0,126388889",6,,,,APS-C ,23 x 15.5,12,,,CCD,,100 - 3200,,0,Yes,7,0,No,RAW,"Fine, Normal, Basic",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42856,,42857,230000,No,,No,Optical (pentaprism),"0,95",0.94,30,2227981,Yes,Yes,,,,,Yes,Yes (hot-shoe plus sync connector),"Front curtain, Rear curtain, Red-Eye, Slow, Red-Eye Slow",0,Yes (2 to 20 sec),,"±5 (at 1/2 EV, 1/3 EV steps)",,,,Compact Flash (Type I or II),None,USB 2.0,No,,,,Yes (Optional),No,Battery Pack,Lithium-Ion battery,0,920,147 x 113 x 74,Yes,No,,https://en.wikipedia.org/wiki/Fujifilm_FinePix_IS_Pro,
Q18011016,sony_ilceqx1,Sony,Sony ILCE-QX1,Alpha QX1,,2014-09-03T00:00:00Z,2014,Compact,,5456 x 3632,"5456 x 3064, 3872 x 2576, 3872 x 2176, 2736 x 1824, 2736 x 1536","0,168788194",20,,,,APS-C ,23.2 x 15.4,20,,,CMOS,Bionz X,"Auto, 100 - 16000",,0,No,10,0,No,RAW,Normal,Contrast Detect (sensor)Multi-areaSelective single-pointSingleTouchFace DetectionLive View,Yes (2X Clear Image Zoom),Yes,25,Sony E,42856,No,0,0,Yes,Depends on connected smartphone,Yes,None,,0,30,767011,Yes,Yes,,,No,No,Yes,No,"Off, auto, fill, slow sync, rear sync",42858,"Yes (2, 10 secs)",Multi,±3 (at 1/3 EV steps),,No,Stereo,"microSD, microSDHC, microSDXC, Memory Stick Micro",,USB 2.0,No,,,,Yes (via smartphone),No,Battery Pack,NP-FW50,440,216,74 x 70 x 53,Yes,No,No,https://en.wikipedia.org/wiki/Sony_ILCE-QX1,
Q18019297,nikon_d750,Nikon,Nikon D750,D750,,2014-09-12T00:00:00Z,2014,Mid-size SLR,6016 x 4016,6016 x 4016,"FX: 4512 x 3008, 3008 x 2008, 1.2x crop: 5008 x 3336, 3752 x 2504, DX: 3936 x 2624, 2944 x 1968, 1968 x 1312","0,126388889",24,24.93,1,34820,Full frame ,35.9 x 24,25,24.00,35.90,CMOS,Expeed 4,"Auto, 100-12800, expandable to 50-51200",50,51200,Yes ,12,6,No,RAW,"Fine, Normal, Basic",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousFace DetectionLive View,No,Yes,51,Nikon F,1,Tilting,42769,1229000,No,TFT-LCD,Yes,Optical (pentaprism),1,0.7,30,767011,Yes,Yes,30,767011,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless)","Auto, Auto FP high-speed sync, auto w/redeye reduction, auto slow sync, auto slow sync w/redeye reduction, fill flash, rear-curtain sync, rear-curtain w/slow sync, redeye reduction, redeye reduction w/slow sync, slow sync, off",42861,"Yes (2, 5, 10, 20 secs)","Multi, Center-weighted, Highlight-weighted, Spot","±5 (at 1/3 EV, 1/2 EV steps)","(2, 3, 5, 7 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV, 2 EV steps)","Yes (2-9 exposures in 1, 2, or 3EV increments)",Stereo,SD/SDHC/SDXC (dual slots),,USB 2.0,Yes,Yes,1920x1080 (60p/50p/30p/25p/24p),Yes,Yes (Wired or wireless),Yes (Water and dust resistant),Battery Pack,EN-EL15 lithium-ion battery & charger,1230,750,141 x 113 x 78,Yes,,Optional,https://en.wikipedia.org/wiki/Nikon_D750,https://upload.wikimedia.org/wikipedia/commons/5/5d/Nikon_D750_01.jpg
Q29368251,nikon_d7500,Nikon,Nikon D7500,D7500,,2017-04-12T00:00:00Z,2017,Mid-size SLR,5568 x 3712,5568 x 3712,"4176 x 2784, 2784 x 1856","0,126388889",21,21.51,19360,42770,APS-C ,23.5 x 15.7,22,15.70,23.50,CMOS,Expeed 5,ISO 100 - 51200 (expandable to 50 - 1640000),50,1640000,Yes ,12,5,Digital only,RAW,"Fine, Normal, Basic",Contrast Detect (sensor)Phase DetectMulti-areaSelective single-pointTrackingSingleContinuousFace DetectionLive View,,Yes,51,Nikon F,42856,Tilting,42769,922000,Yes,TFT LCD,Yes,Optical (pentaprism),1,0.94,30,2227981,Yes,Yes,30,2227981,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless plus sync connector)","Auto, On, Off, Red-eye, Slow sync, Rear curtain",8,"Yes (2, 5, 10 or 20 sec)","Multi, Center-weighted, Highlight-weighted, Spot","±5 (at 1/3 EV, 1/2 EV steps)","±5 (2, 3, 5, 7 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV, 2 EV steps)",Yes (3 frames in 1-stop increments),Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,Yes,3840x2160 (30p/25p/24p),Yes,"Yes (Wired, wireless, smartphone)",Yes,Battery Pack,EN-EL15a lithium-ion rechargeable battery & charger,950,640,136 x 104 x 73,Yes,Yes (4K output),Optional,https://en.wikipedia.org/wiki/Nikon_D7500,
Q18048758,canon_eos7dii,Canon,Canon EOS 7D Mark II,EOS 7D Mark II,,2014-09-15T00:00:00Z,2014,Mid-size SLR,,5472 x 3648,"4104 x 2736 (M-Raw), 3648 x 2432, 2736 x 1824, 1920 x 1080, 720 x 480","0,126575926",20,,,,APS-C ,22.4 x 15,21,,,CMOS,DIGIC 6 (dual),"Auto, ISO 100-16000 (expandable to 51200)",,51200,Yes,8,0,No,RAW,"Fine, normal",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousFace DetectionLive View,,Yes,65,Canon EF/EF-S,42887,No,3,1040000,No,Clear View II TFT-LCD,Yes,Optical (pentaprism),1,1,30,2227981,Yes,Yes,,,Yes,No,Yes,"Yes (via hot shoe, flash sync port)",,10,Yes (2 or 10 sec),,"±5 (at 1/3 EV, 1/2 EV steps)","±5 (2, 3, 5, 7 frames at 1/3 EV, 1/2 EV steps)",,Stereo,CompactFlash + SD/SDHC/SDXC,,USB 3.0,Yes,,,,Yes (wired or wireless),Yes,Battery Pack,LP-E6N lithium-ion battery and charger,670,910,149 x 112 x 78,Yes,,Built-in,https://en.wikipedia.org/wiki/Canon_EOS_7D_Mark_II,https://upload.wikimedia.org/wikipedia/commons/d/d2/Jan2015_Canon_EOS_7D_Mark_II_Body-Crop.jpg
Q18048758,canon_eos7dmarkii,Canon,Canon EOS 7D Mark II,EOS 7D Mark II,,,2014,,5472 x 3648,,,,20.2,20.9,42887,42951,,22.4 x 15 mm,,15.00,22.40,CMOS,,"Auto, 100-16000 (expandable to 51200)",,,,8,,,,,,,Yes,,,,,3,"1,040,000",,,,Optical (pentaprism),,,,,Yes,Yes,30,2227981,,,Yes,Yes,,,,"Evaluative, Partial, Center-weighted, Spot","5 EV (in 1/3 EV, 1/2 EV steps)",,,,SD/SDHC/SDXC/Type I CompactFlash,,USB 3.0 ,Yes,Yes,1920x1080 (60p/50p/30p/25p/24p),No,,,Battery Pack LP-E6N (or LP-E6),,,910,148.6 x 112.4 x 78.2,,,Yes,https://en.wikipedia.org/wiki/Canon_EOS_7D_Mark_II,https://upload.wikimedia.org/wikipedia/commons/d/d2/Jan2015_Canon_EOS_7D_Mark_II_Body-Crop.jpg
Q18343558,kodak_s1,Kodak,Kodak Pixpro S-1,Pixpro S-1,,2012-01-18T00:00:00Z,2012,Rangefinder-style mirrorless,,4640 x 3480,"3648 x 2736, 2336 x 1752, 2048 x 1536, 640 x 480, 4608 x 3072, 4608 x 2592, 1920 x 1080","4:3, 3:2, 16:9",16,,,,Four Thirds ,17.3 x 13,17,,,CMOS,,"Auto, 200-12800",,0,Yes,6,0,Sensor-shift,RAW,,Contrast Detect (sensor)Multi-areaSelective single-pointSingleContinuousFace DetectionLive View,"Yes (2X, 4X)",Yes,49,Micro Four Thirds,2,Tilting,3,920000,No,,Yes,None,,0,30,767011,Yes,Yes,,,Yes,Yes,No,Yes (via hotshoe),"Auto, Red-Eye Reduction, Fill Flash, Flash Off, Slow Sync, Rear Curtain Sync, Slow Sync+ Red-Eye Reduction",5,Yes,"Multi, Center-weighted, Spot",±3 (at 1/3 EV steps),±3 (at 1/3 EV steps),Yes,Stereo,SD/SDHC/SDXC,,,,,,,,No,Battery Pack,LB-070 lithium-ion battery and charger,410,290,116 x 68 x 36,,,No,https://en.wikipedia.org/wiki/Kodak_Pixpro_S-1,
Q18353474,nikon_1s2,Nikon,Nikon 1 S2,1 S2,,,2014,,4592 x 3072,,,,14.2,15.13,26696,31444,,13.2 x 8.8 mm,,29434,13.20,CMOS,,200- 12800,,,,7,,,,,,,Yes,,,,,3,460,,,,None,,,,,Yes,Yes,30,1/16000,,,Yes,No,,,,,3 EV (in 1/3 EV steps),,,,microSD/microSDHC/microSDXC,,USB 2.0 ,Yes,Yes,1920x1080 (60p/30p),No,,,EN-EL22 Lithium-ion battery,,,190,101.0 x 60.8 x 29.4,,,No,https://en.wikipedia.org/wiki/Nikon_1_S2,
Q18353474,nikon_s2,Nikon,Nikon 1 S2,1 S2,,2014-05-14T00:00:00Z,2014,Rangefinder-style mirrorless,,,,"0,126388889",0,,,,1 zoll ,13.1 x 8.8,0,,,CMOS,Expeed 4A,,,0,Yes,7,0,No,RAW,"Fine, normal, basic",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousFace DetectionLive View,,Yes,171,Nikon 1,42918,Fixed,3,460000,No,TFT-LCD,Yes,None,,0,30,,Yes,Yes,,,Yes,,Yes,No,"Fill, fill w/slow sync, rear curtain sync, rear curtain w/ slow sync, redeye reduction, redeye reduction w/slow sync, off",60,Yes (2 or 10 secs),,±3 (at 1/3 EV steps),,,Stereo,microSD/microSDHC/microSDXC,,USB 2.0,Yes,,,,,No,Battery Pack,EN-EL22 lithium-ion battery and charger,270,0,101 x 61 x 29,Yes,,No,https://en.wikipedia.org/wiki/Nikon_1_S2,
Q18354117,samsung_nx2000,Samsung,Samsung NX2000,NX2000,,2013-05-01T00:00:00Z,2013,Rangefinder-style mirrorless,5472 x 3648,5472 x 3648,"5472 x 3080, 3888 x 2592, 3712 x 2088, 3648 x 3648, 2976 x 1984, 2944 x 1656, 2736 x 1824, 2640 x 2640, 2000 x 2000, 1920 x 1080, 1728 x 1152, 1024 x 1024","1:1, 3:2, 16:9",20,21.6,19360,46113,APS-C ,23.5 x 15.7,0,15.70,23.50,CMOS,,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,0,Yes,8,0,Unknown,RAW,,Contrast Detect (sensor)Multi-areaSelective single-pointSingleContinuousFace DetectionLive View,,Yes,0,Samsung NX,42856,Fixed,42919,1152000,Yes,TFT LCD,Yes,None,,0,0,,Yes,Yes,30,767011,Yes,Yes,No,"Yes (Hot-shoe, SEF8A)",,8,,,3 EV (in 1/3 EV steps),,Yes (3 frames from +/-1 to +/-3 in either blue/amber or magenta/green axis),Stereo,MicroSD/ MicroSDHC/ MicroSDXC,,USB 2.0,Yes,,,,,,Battery Pack,Lithium-Ion BP1130 battery & charger,0,228,119 x 65 x 36,,,Optional,https://en.wikipedia.org/wiki/Samsung_NX2000,https://upload.wikimedia.org/wikipedia/commons/b/b5/Samsung_NX2000_%28Black%29.jpg
